relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
1,24,24.txt,0,"Brak kosztów zatrudnienia pracowników",autonomous_operation,reduces,labor_costs,0.97,0.99,"Autonomizacja eliminuje koszty zatrudnienia kierowców"
2,24,24.txt,0,"mniejsze koszty wykonywania",operational_efficiency,reduces,implementation_cost,0.9,0.92,"Automatyzacja może obniżyć koszty operacyjne transportu"
3,24,24.txt,0,"nie musiałoby kręcić pauz",continuous_transport,amplifies,cargo_transport,0.93,0.95,"Brak ograniczeń czasu pracy może przyspieszyć transport"
4,24,24.txt,0,"przyspieszenia cały łańcuch transportu",continuous_transport,amplifies,operational_efficiency,0.91,0.93,"Ciągłość pracy pojazdów zwiększa efektywność logistyki"
5,24,24.txt,0,"przepisy ... będą warunkować",regulatory_procedures,conflicts_with,continuous_transport,0.9,0.92,"Przepisy czasu pracy ograniczają potencjał autonomizacji"
6,24,24.txt,0,"raczej będzie niższe spalanie",autonomous_operation,reduces,fuel_consumption,0.88,0.9,"Sterowanie komputerowe może ograniczać zużycie paliwa"
7,24,24.txt,0,"auta ustalić na stałe trasy",traffic_efficiency,stabilizes,cargo_transport,0.82,0.84,"Stałe korytarze transportowe mogą usprawnić logistykę"
8,24,24.txt,0,"poprawa społecznego wizerunku ... raczej nie",social_image,conflicts_with,business_acceptance,0.7,0.72,"Respondent nie postrzega efektu wizerunkowego jako istotnego"
9,24,24.txt,0,"jeżeli wykorzysta w ten sam sposób, no to nie skrócimy",continuous_transport,conflicts_with,traffic_efficiency,0.78,0.8,"Bez zmian prawnych CAV nie skrócą czasu przewozu"
10,24,24.txt,0,"między magazynem A do magazynu B",autonomous_operation,enables,cargo_transport,0.86,0.88,"CAV najlepiej sprawdzają się na stałych trasach magazynowych"
11,24,24.txt,0,"mogą się te wypadki zdarzyć w mniejszym stopniu",autonomous_operation,reduces,accident_reduction,0.9,0.92,"Systemy autonomiczne mogą ograniczyć liczbę kolizji"
12,24,24.txt,0,"mniej przypadków kolizyjnych",accident_reduction,amplifies,health_protection,0.88,0.9,"Mniejsza liczba kolizji zwiększa bezpieczeństwo ruchu"
13,24,24.txt,0,"system ... może nie do końca być wykorzystywany prawidłowo",deployment_risk,conflicts_with,autonomous_operation,0.87,0.89,"Duża liczba czynników drogowych może ograniczać skuteczność CAV"
14,24,24.txt,0,"ochrona zdrowia i życia ... jest ważna",health_protection,depends_on,accident_reduction,0.86,0.88,"Bezpieczeństwo zależy od ograniczenia liczby wypadków"
15,24,24.txt,0,"eksploatacja pod tym względem też pójdzie do dołu",operational_efficiency,reduces,implementation_cost,0.84,0.86,"Niższe zużycie energii może ograniczać koszty eksploatacji"
16,24,24.txt,0,"przy zatłoczeniu ... może być dość duży problem",urban_density,conflicts_with,parking_efficiency,0.85,0.87,"Wysokie zatłoczenie może utrudniać autonomiczne parkowanie"
17,24,24.txt,0,"auta mogą się z sobą komunikować",technology_standardization,enables,traffic_efficiency,0.91,0.93,"Komunikacja pojazdów może poprawić płynność ruchu"
18,24,24.txt,0,"czynnik ludzki jest wymagany",autonomous_operation,conflicts_with,workforce_efficiency,0.92,0.94,"Respondent uważa obecność człowieka za nadal konieczną"
19,24,24.txt,0,"mniejsze zużycie paliwa",fuel_consumption,reduces,environmental_impact,0.87,0.89,"Niższe spalanie ogranicza emisję zanieczyszczeń"
20,24,24.txt,0,"zasięg ... jest zbyt mały",energy_source,conflicts_with,cargo_transport,0.89,0.91,"Ograniczony zasięg pojazdów elektrycznych utrudnia transport dalekobieżny"
21,24,24.txt,0,"przepisy prawne to jest główny",regulatory_procedures,conflicts_with,autonomous_operation,0.96,0.98,"Brak odpowiednich regulacji jest główną barierą wdrożenia CAV"
22,24,24.txt,0,"to będzie działać",technological_maturity,stabilizes,technological_trust,0.81,0.83,"Respondent wierzy w skuteczność technologii autonomicznych"
23,24,24.txt,0,"system też się potrafi podwiesić",deployment_risk,conflicts_with,technological_trust,0.84,0.86,"Awarie systemów mogą ograniczać zaufanie do CAV"
24,24,24.txt,0,"koszty mogą być ... barierą nie do przeskoczenia",implementation_cost,conflicts_with,business_acceptance,0.94,0.96,"Wysokie koszty wdrożenia ograniczają adopcję CAV"
25,24,24.txt,0,"zapotrzebowanie na energię ... nie będą problemem",energy_source,stabilizes,autonomous_operation,0.74,0.76,"Respondent nie postrzega energii jako głównej bariery"
26,24,24.txt,0,"to będzie bezpieczne",data_management,stabilizes,technological_trust,0.83,0.85,"Respondent ufa bezpieczeństwu systemów danych"
27,24,24.txt,0,"trzeba będzie to aktualizować",research_support,enables,technological_maturity,0.87,0.89,"Stały rozwój i aktualizacja wspierają dojrzewanie technologii"
28,24,24.txt,0,"regulacje ... musi być to zapewnione",regulatory_procedures,stabilizes,business_acceptance,0.86,0.88,"Regulacje odpowiedzialności wspierają wdrażanie CAV"
29,24,24.txt,0,"koszt zakupu samych pojazdów",investment_requirements,conflicts_with,business_acceptance,0.92,0.94,"Koszty zakupu pojazdów ograniczają wdrażanie CAV"
30,24,24.txt,0,"szkolenia mogą być też barierą",training_requirements,conflicts_with,business_acceptance,0.88,0.9,"Koszty szkoleń i wdrożenia ograniczają adaptację CAV"
31,24,24.txt,0,"ochrona tajemnicy handlowej ... nie będzie problemu",data_management,stabilizes,business_acceptance,0.76,0.78,"Respondent nie postrzega ochrony danych jako istotnej bariery"
32,24,24.txt,0,"warto się tym pochwalić",social_image,amplifies,business_acceptance,0.81,0.83,"Wdrożenie CAV może budować przewagę konkurencyjną"
33,24,24.txt,0,"najlepiej jakby były oddzielne pasy",highway_test_zones,enables,autonomous_operation,0.93,0.95,"Dedykowane pasy wspierają wdrażanie pojazdów autonomicznych"
34,24,24.txt,0,"to przyspieszy i ... spowoduje obniżenie kosztów",highway_test_zones,amplifies,operational_efficiency,0.89,0.91,"Wydzielone pasy zwiększają efektywność transportu autonomicznego"
35,24,24.txt,0,"w niektórych tylko obszarach",urban_test_zones,conflicts_with,cargo_transport,0.82,0.84,"Ograniczony zakres działania CAV zmniejsza ich użyteczność"
36,24,24.txt,0,"to nie jest jakiś tam największy problem",signal_visibility,stabilizes,autonomous_operation,0.71,0.73,"Respondent uważa standaryzację oznakowania za łatwą do wdrożenia"
37,24,24.txt,0,"łatwiejsza komunikacja",technology_standardization,amplifies,traffic_efficiency,0.88,0.9,"Technologie 5G i V2X poprawiają komunikację pojazdów"
38,24,24.txt,0,"zsynchronizowane ... usprawniłoby funkcjonowanie",supporting_infrastructure,stabilizes,traffic_efficiency,0.87,0.89,"Inteligentna infrastruktura może usprawnić ruch drogowy"
39,24,24.txt,0,"na trasach ... pomiędzy magazynami",cargo_transport,enables,autonomous_operation,0.89,0.91,"Transport między magazynami jest dobrym obszarem wdrożeń CAV"
40,24,24.txt,0,"transport detaliczny ... nie będzie miało zastosowania",urban_density,conflicts_with,autonomous_operation,0.86,0.88,"Transport wielopunktowy utrudnia pełną autonomizację"
41,24,24.txt,0,"świetny pomysł",business_acceptance,amplifies,autonomous_operation,0.8,0.82,"Respondent pozytywnie ocenia wdrażanie CAV na trasach stałych"
42,24,24.txt,0,"wsparcie finansowe",research_support,reduces,investment_requirements,0.9,0.92,"Wsparcie publiczne może ograniczać bariery inwestycyjne"
43,24,24.txt,0,"szkolenia za darmo",research_support,reduces,training_requirements,0.86,0.88,"Publiczne finansowanie szkoleń może wspierać wdrażanie CAV"
44,24,24.txt,0,"ulgi w podatkach",research_support,amplifies,business_acceptance,0.88,0.9,"Ulgi podatkowe mogą zachęcać firmy do inwestycji w CAV"
45,24,24.txt,0,"zwolnienie z opłat drogowych",research_support,reduces,implementation_cost,0.84,0.86,"Preferencje infrastrukturalne mogą obniżyć koszty wdrożenia"
46,24,24.txt,0,"przepisy są dość rygorystyczne",regulatory_procedures,conflicts_with,business_acceptance,0.91,0.93,"Rygorystyczne przepisy ograniczają wdrażanie technologii autonomicznych"
