relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
1,22,22.txt,0,"minimalizacja kosztów zatrudnienia",autonomous_operation,reduces,labor_costs,0.96,0.98,"Autonomizacja ogranicza koszty zatrudnienia kierowców"
2,22,22.txt,0,"zwiększenie ilości taboru dostępnego",continuous_transport,amplifies,cargo_transport,0.9,0.92,"CAV zwiększają dostępność i wykorzystanie floty"
3,22,22.txt,0,"większe bezpieczeństwo niż jest to w przypadku kierowców zawodowych",autonomous_operation,reduces,accident_reduction,0.91,0.93,"Respondent oczekuje mniejszej liczby wypadków dzięki CAV"
4,22,22.txt,0,"dużo bardziej wykorzystać dostępny tabor",operational_efficiency,amplifies,cargo_transport,0.92,0.94,"Lepsze wykorzystanie floty zwiększa efektywność transportu"
5,22,22.txt,0,"zminimalizować koszty ze względu choćby na ekonomikę jazdy",operational_efficiency,reduces,implementation_cost,0.87,0.89,"Ekonomika jazdy może ograniczać koszty operacyjne"
6,22,22.txt,0,"maszyna jest dużo bardziej wydajna",technological_maturity,amplifies,energy_reduction,0.85,0.87,"Automatyzacja może poprawić efektywność energetyczną"
7,22,22.txt,0,"niższe zużycie paliwa",autonomous_operation,reduces,fuel_consumption,0.89,0.91,"Płynniejsza jazda autonomiczna może zmniejszyć zużycie paliwa"
8,22,22.txt,0,"redukcję dwutlenku węgla",environmental_sustainability,reduces,environmental_impact,0.86,0.88,"Niższe zużycie paliwa ogranicza emisje"
9,22,22.txt,0,"internet nowoczesnego przedsiębiorstwa transportowego",social_image,amplifies,business_acceptance,0.83,0.85,"Nowoczesny wizerunek wspiera konkurencyjność firmy"
10,22,22.txt,0,"mniejsze ograniczenia względem czasu pracy kierowców",continuous_transport,amplifies,operational_efficiency,0.93,0.95,"Brak ograniczeń czasu pracy zwiększa efektywność transportu"
11,22,22.txt,0,"zminimalizowana szkoda całkowita",accident_reduction,reduces,implementation_cost,0.84,0.86,"Mniejsza liczba szkód ogranicza koszty działalności"
12,22,22.txt,0,"minimalizacja zachowań wynikających typowo z błędu ludzkiego",autonomous_operation,reduces,health_protection,0.92,0.94,"Eliminacja błędów ludzkich poprawia bezpieczeństwo"
13,22,22.txt,0,"większa płynność ruchu",traffic_efficiency,amplifies,mobility_improvement,0.88,0.9,"Płynniejszy ruch poprawia mobilność transportu"
14,22,22.txt,0,"minimalizacja wypadków",accident_reduction,amplifies,health_protection,0.91,0.93,"Ograniczenie wypadków poprawia ochronę zdrowia i życia"
15,22,22.txt,0,"lepsze wykorzystanie zmniejszy zużycie",operational_efficiency,reduces,implementation_cost,0.82,0.84,"Efektywniejsze wykorzystanie floty może ograniczyć koszty serwisowe"
16,22,22.txt,0,"paliwa bywa czasem dochodzi do 1/3 kosztów",fuel_consumption,amplifies,implementation_cost,0.88,0.9,"Koszty paliwa są istotnym składnikiem kosztów transportu"
17,22,22.txt,0,"jeśli faktycznie te pojazdy byłyby w stanie parkować autonomicznie",autonomous_operation,amplifies,parking_efficiency,0.76,0.78,"Autonomiczne parkowanie mogłoby poprawić wykorzystanie przestrzeni"
