relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
1,3,3.txt,0,kierowców ... jest trudno i stawki cały czas idą w górę,autonomous_operation,reduces,labor_costs,0.92,0.95,Autonomizacja ogranicza zależność od kierowców
2,3,3.txt,0,pod kątem bezpieczeństwa to dałoby jakieś korzyści,autonomous_operation,amplifies,consumer_safety,0.88,0.92,Autonomia poprawia bezpieczeństwo
3,3,3.txt,0,czas pracy kierowcy tu nie ma znaczenia,continuous_transport,amplifies,operational_efficiency,0.91,0.94,Brak ograniczeń czasu pracy zwiększa efektywność
4,3,3.txt,0,automat będzie optymalizować wszystko,operational_efficiency,reduces,energy_reduction,0.85,0.89,Automatyzacja zmniejsza zużycie paliwa
5,3,3.txt,0,"może nie byłyby spalinowe, a elektryczne",energy_source,reduces,environmental_impact,0.82,0.87,Elektryfikacja ogranicza wpływ środowiskowy
6,3,3.txt,0,"dla dużych klientów jak Zalando, Amazon",social_image,amplifies,business_acceptance,0.74,0.82,Nowoczesny wizerunek zwiększa atrakcyjność firmy
7,3,3.txt,0,skrócenie czasu przewozów,traffic_efficiency,amplifies,operational_efficiency,0.83,0.88,Lepsza przepustowość zwiększa efektywność
8,3,3.txt,0,brak zaufania,social_acceptance,suppresses,market_adaptation,0.86,0.9,Brak zaufania ogranicza adaptację rynku
9,3,3.txt,0,ochrona zdrowia i życia - to na pewno,consumer_safety,amplifies,health_protection,0.9,0.94,Bezpieczeństwo poprawia ochronę zdrowia
10,3,3.txt,0,ciężarówka autonomiczna lepiej by sobie radziła w trasie,operational_efficiency,reduces,energy_reduction,0.77,0.84,Lepsza jazda ogranicza zużycie energii
11,3,3.txt,0,nie musiałyby się zatrzymywać na parkingach,continuous_transport,amplifies,traffic_efficiency,0.84,0.88,Ciągły ruch poprawia przepływ
12,3,3.txt,0,przeszkody prawne,regulatory_governance,constrains,autonomous_operation,0.93,0.96,Brak regulacji ogranicza autonomię
13,3,3.txt,0,nasza infrastruktura mogłaby dużo nie pomagać,infrastructure_readiness,conditions,autonomous_operation,0.92,0.95,Stan infrastruktury warunkuje wdrożenie
14,3,3.txt,0,trzeba ich do tego przekonać,social_acceptance,conditions,market_adaptation,0.8,0.86,Akceptacja społeczna warunkuje adopcję
15,3,3.txt,0,koszty ... dużo pieniędzy będzie kosztowało,implementation_cost,constrains,market_adaptation,0.91,0.94,Wysokie koszty utrudniają wdrożenie
16,3,3.txt,0,ostrożność do niesprawdzonych technologii,technological_maturity,conditions,business_acceptance,0.79,0.84,Niedojrzałość technologii ogranicza akceptację
17,3,3.txt,0,dla naszego kraju to może być problem,energy_source,constrains,market_adaptation,0.71,0.79,Problemy energetyczne ograniczają wdrożenie
