relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
2f2ff4a4-302c-4572-9e1a-034f6daba3bd,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,"brak obowiązkowych przerw kierowcy, czyli transport może się odbywać w sposób ciągły chociażby",autonomous_operation,enables,continuous_transport,0.85,0.9,Autonomous operation removes mandatory driver breaks.
bc8b3bca-4007-4540-90a5-9fcab7986ca0,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,transport może się odbywać w sposób ciągły chociażby,continuous_transport,amplifies,operational_efficiency,0.85,0.9,Autonomous operation removes mandatory driver breaks.
2107f723-67ed-414d-b42a-8a6dd3edd751,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,"długoterminowe oszczędności, jeżeli chodzi o pensje pracownika",autonomous_operation,reduces,labor_costs,0.8,0.85,
8c8df7b0-3679-4bc1-ab56-60275bb8018e,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,"źródło zasilania jest zawsze zapytaniem, skąd w danym kraju bierze się prąd",energy_source,conditions,environmental_impact,0.75,0.9,
bb5c4548-02d1-4b82-8fa2-456fe7d4a2cc,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,"W długim terminie tak, w krótkim myślę, że nie",implementation_cost,constrains,autonomous_operation,0.85,0.9,
b0bf3f11-16d7-4867-93b3-9fb2f37b34c4,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,ludzie jednak boją się takich rzeczy,negative_media_exposure,suppresses,social_acceptance,0.8,0.85,
12f0b2a3-d36b-4dc8-9471-37a5357962ce,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,To raczej chodzi o ciągłość pracy,continuous_transport,amplifies,operational_efficiency,0.8,0.85,
02d87c08-6492-4df1-9164-d6db38b32674,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,kto jest za to odpowiedzialny?,regulatory_governance,conditions,social_acceptance,0.75,0.85,Unclear liability for accidents reduces perceived benefits of autonomous vehicles.
f59b9aad-9eb3-4442-954b-f4a0377f0460,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,dostrzegam póki co same ryzyka,deployment_risk,suppresses,social_acceptance,0.85,0.9,Perceived risks suppress social acceptance of autonomous vehicles.
51d5c869-30d8-4702-962d-f6cf9943b015,1,C:\Users\Maciej Kozłowski\Documents\Code\AnkietaIDI\dataverse_files\transkrypcje\1.txt,0,"Nie mogę powiedzieć, że to jest istotne",deployment_risk,suppresses,social_acceptance,0.85,0.85,Perceived risks suppress social acceptance of autonomous vehicles.
