relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
1,23,23.txt,0,"niższe koszty zatrudnienia pracowników",autonomous_operation,reduces,labor_costs,0.95,0.97,"Autonomizacja ogranicza koszty zatrudnienia i szkolenia pracowników"
2,23,23.txt,0,"nie ma tej konieczności szkolenia maszynisty",training_requirements,reduces,implementation_cost,0.88,0.9,"Brak konieczności szkolenia operatorów może ograniczać koszty wdrożenia"
3,23,23.txt,0,"wyeliminowanie ryzyka niedyspozycji urlopowej czy chorobowej",autonomous_operation,amplifies,operational_efficiency,0.89,0.91,"CAV ograniczają ryzyko przestojów związanych z absencją pracowników"
4,23,23.txt,0,"pojawia się awaryjność maszyn",deployment_risk,conflicts_with,operational_efficiency,0.84,0.86,"Awaryjność systemów autonomicznych może ograniczać efektywność operacyjną"
5,23,23.txt,0,"samochód sterowany przez człowieka ... czy przez maszynę",technological_maturity,conflicts_with,energy_reduction,0.76,0.78,"Respondent nie jest pewny przewagi energetycznej CAV w warunkach rzeczywistych"
6,23,23.txt,0,"emisji na pewno te korzyści będą",environmental_sustainability,reduces,environmental_impact,0.87,0.89,"Napęd elektryczny może ograniczać emisję spalin"
7,23,23.txt,0,"utylizacja to wcale nie jest tak ekologicznie",environmental_impact,conflicts_with,environmental_sustainability,0.83,0.85,"Produkcja i utylizacja baterii ograniczają korzyści ekologiczne"
8,23,23.txt,0,"korzyść wizerunkowa",social_image,amplifies,business_acceptance,0.84,0.86,"Nowoczesny wizerunek wspiera rozwój przedsiębiorstwa"
9,23,23.txt,0,"przejazdy autonomiczne będą przestrzegać znaków",autonomous_operation,reduces,accident_reduction,0.91,0.93,"Autonomiczne pojazdy mogą ograniczać błędy kierowców"
10,23,23.txt,0,"mniej wypadków śmiertelnych",accident_reduction,amplifies,health_protection,0.93,0.95,"Mniejsza liczba wypadków poprawia ochronę zdrowia i życia"
11,23,23.txt,0,"koszty mogą być wyższe",implementation_cost,amplifies,investment_requirements,0.88,0.9,"Nowa technologia może zwiększać koszty serwisowania"
12,23,23.txt,0,"Automat będzie jeździł bardziej równomiernie",autonomous_operation,reduces,fuel_consumption,0.86,0.88,"Płynniejsza jazda może ograniczać zużycie energii"
13,23,23.txt,0,"samochody są w stanie jeździć sprawniej",traffic_efficiency,amplifies,mobility_improvement,0.85,0.87,"Algorytmy ruchu mogą poprawić płynność transportu"
14,23,23.txt,0,"czytał w trakcie jazdy",autonomous_operation,amplifies,free_time,0.84,0.86,"Autonomizacja zwiększa czas wolny pasażerów"
15,23,23.txt,0,"brak infrastruktury",infrastructure_readiness,conflicts_with,autonomous_operation,0.95,0.97,"Niedostosowana infrastruktura ogranicza wdrażanie CAV"
16,23,23.txt,0,"stan prawny",regulatory_procedures,conflicts_with,business_acceptance,0.91,0.93,"Niejasne regulacje prawne utrudniają wdrażanie CAV"
