relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
1,21,21.txt,0,"brak pracownika, brak jego wynagrodzenia",autonomous_operation,reduces,labor_costs,0.96,0.98,"Pełna autonomia eliminuje koszty zatrudnienia kierowców"
2,21,21.txt,0,"pod względem dostępności bardziej",workforce_efficiency,conflicts_with,labor_costs,0.88,0.9,"Braki kadrowe zwiększają znaczenie automatyzacji"
3,21,21.txt,0,"pełna automatyzacja jest jak najbardziej wymagana",autonomous_operation,amplifies,operational_efficiency,0.87,0.89,"Stałe trasy zwiększają efektywność zastosowania CAV"
4,21,21.txt,0,"pojazd jest użytkowany 24 godziny na dobę",continuous_transport,amplifies,cargo_transport,0.94,0.96,"Autonomizacja umożliwia ciągły transport"
5,21,21.txt,0,"pełne wykorzystanie pojazdu",continuous_transport,amplifies,operational_efficiency,0.92,0.94,"Brak ograniczeń czasu pracy zwiększa efektywność floty"
6,21,21.txt,0,"nie jesteśmy w stanie określić kosztów",energy_source,conflicts_with,economic_stability,0.84,0.86,"Niepewność cen energii utrudnia ocenę opłacalności CAV"
7,21,21.txt,0,"nie dostrzegam korzyści",environmental_sustainability,conflicts_with,social_acceptance,0.76,0.78,"Respondent nie widzi wyraźnych korzyści środowiskowych CAV"
8,21,21.txt,0,"jeżeli jest w pełni autonomicznie spięte z systemem infrastruktury drogowej",technology_standardization,enables,traffic_efficiency,0.91,0.93,"Integracja z infrastrukturą może poprawić przepływ ruchu"
9,21,21.txt,0,"zmieniają zaplanowaną trasę",traffic_efficiency,amplifies,operational_efficiency,0.84,0.86,"Dynamiczne zarządzanie trasą poprawia efektywność transportu"
10,21,21.txt,0,"pojazdy autonomiczne też powodują wiele wypadków",autonomous_operation,conflicts_with,accident_reduction,0.9,0.92,"Respondent nie uważa CAV za bezwypadkowe"
11,21,21.txt,0,"potrzebowałby pan więcej wiedzy",technological_trust,depends_on,technological_maturity,0.85,0.87,"Zaufanie do CAV wymaga większej wiedzy i testów"
12,21,21.txt,0,"nie znamy kosztów serwisowania",implementation_cost,conflicts_with,business_acceptance,0.82,0.84,"Niepewność kosztów utrudnia ocenę opłacalności wdrożenia"
13,21,21.txt,0,"nie mamy infrastruktury do parkowania pojazdów",infrastructure_readiness,conflicts_with,parking_efficiency,0.91,0.93,"Braki parkingowe ograniczają rozwój transportu autonomicznego"
14,21,21.txt,0,"pojazd autonomiczny może być wykorzystywany 24 godziny na dobę",continuous_transport,amplifies,mobility_improvement,0.88,0.9,"Stała dostępność pojazdów poprawia mobilność transportu"
15,21,21.txt,0,"nie widzę sytuacji pola dla rozwoju pojazdów autonomicznych",technological_maturity,conflicts_with,business_acceptance,0.93,0.95,"Respondent uważa, że technologia nie jest gotowa do wdrożenia"
16,21,21.txt,0,"wymagany na tę chwilę czynnik ludzki",autonomous_operation,conflicts_with,workforce_efficiency,0.9,0.92,"Transport nadal wymaga udziału człowieka"
17,21,21.txt,0,"niesprawdzone technologie zdecydowanie",technological_trust,conflicts_with,social_acceptance,0.91,0.93,"Brak sprawdzenia technologii ogranicza akceptację społeczną"
18,21,21.txt,0,"pojazdy są w tej chwili nieprzetestowane",technological_maturity,conflicts_with,autonomous_operation,0.94,0.96,"Niedostateczne testy ograniczają wdrażanie CAV"
