relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
30,14,14.txt,0,"rozbudowa autostrad",infrastructure_optimization,enables,highway_test_zones,0.91,0.93,"Rozbudowa autostrad wspiera wdraľanie i testowanie CAV"
31,14,14.txt,0,"drogi lokalne ... temat nie do przeskoczenia",urban_density,conflicts_with,autonomous_operation,0.85,0.87,"Zoľono† dr˘g lokalnych utrudnia wdraľanie CAV"
32,14,14.txt,0,"testowe odcinki ... jak najbardziej",highway_test_zones,enables,technological_maturity,0.87,0.89,"Strefy testowe wspierajĄ rozw˘j technologii autonomicznych"
33,14,14.txt,0,"rozw˘j telekomunikacji 5G jest bardzo waľny",technology_standardization,enables,autonomous_operation,0.9,0.92,"ťĄczno† 5G wspiera dziaanie pojazd˘w autonomicznych"
34,14,14.txt,0,"dobre oznakowanie",signal_visibility,stabilizes,autonomous_operation,0.88,0.9,"Czytelne oznakowanie wspiera poprawne dziaanie CAV"
35,14,14.txt,0,"musimy teľ mie† do tego przystosowane wszystkie moľliwe etapy dostawy",supporting_infrastructure,enables,operational_efficiency,0.87,0.89,"Integracja infrastruktury logistycznej wspiera efektywno† CAV"
36,14,14.txt,0,"rodzinne firmy transportowe ... zniknĄ z rynku",implementation_cost,conflicts_with,economic_stability,0.86,0.88,"Wysokie koszty wdroľenia mogĄ eliminowa† mae firmy"
37,14,14.txt,0,"uregulowania prawne ... dajĄce pole manewru",regulatory_procedures,amplifies,business_acceptance,0.9,0.92,"Stabilne regulacje zwi©kszajĄ gotowo† przedsi©biorstw do wdroľeä"
38,14,14.txt,0,"Finansowanie",research_support,amplifies,business_acceptance,0.88,0.9,"Wsparcie finansowe zwi©ksza moľliwoci wdroľeniowe firm"
39,14,14.txt,0,"dotacji",research_support,reduces,investment_requirements,0.86,0.88,"Dotacje mogĄ ogranicza† bariery inwestycyjne"
40,14,14.txt,0,"przystosowanie infrastruktury",infrastructure_readiness,amplifies,autonomous_operation,0.91,0.93,"Dostosowanie infrastruktury wspiera wdraľanie pojazd˘w autonomicznych"
