relation_id,respondent_id,transcript_file,segment_id,segment_text,source_construct,relation_type,target_construct,intensity,certainty,memo
1,19,19.txt,0,"większe bezpieczeństwo",autonomous_operation,amplifies,health_protection,0.92,0.94,"Pojazdy autonomiczne mogą zwiększać bezpieczeństwo ruchu"
2,19,19.txt,0,"może jeździć chyba cały czas",continuous_transport,amplifies,operational_efficiency,0.93,0.95,"Brak ograniczeń czasu pracy zwiększa efektywność transportu"
3,19,19.txt,0,"mniej ludzi potrzeba",autonomous_operation,reduces,labor_costs,0.94,0.96,"Autonomizacja ogranicza koszty zatrudnienia kierowców"
4,19,19.txt,0,"zapotrzebowanie ... jest mega",cargo_transport,amplifies,business_acceptance,0.82,0.84,"Rosnący rynek logistyczny zwiększa zainteresowanie CAV"
5,19,19.txt,0,"takie firmy będą mogły sobie to do CV wpisać",social_image,amplifies,business_acceptance,0.84,0.86,"Nowoczesny wizerunek wspiera akceptację technologii"
6,19,19.txt,0,"skrócenie czasu przewozów",continuous_transport,amplifies,traffic_efficiency,0.88,0.9,"Autonomizacja może zwiększać płynność i szybkość transportu"
7,19,19.txt,0,"czas reakcji ... lepszy niż człowiek",technological_maturity,amplifies,accident_reduction,0.9,0.92,"Szybsza reakcja systemów autonomicznych może ograniczać wypadki"
8,19,19.txt,0,"komputer ... jest optymalny",autonomous_operation,amplifies,operational_efficiency,0.85,0.87,"Automatyczne sterowanie może poprawić efektywność jazdy"
9,19,19.txt,0,"będzie się zużywało mniej",autonomous_operation,reduces,fuel_consumption,0.83,0.85,"Płynniejsza jazda może ograniczać zużycie paliwa"
10,19,19.txt,0,"autonomiczny pojazd sam to robi",autonomous_operation,amplifies,parking_efficiency,0.82,0.84,"Automatyczne parkowanie zwiększa wygodę użytkowania"
11,19,19.txt,0,"pojazd autonomiczny będzie jechał, ile chciał",continuous_transport,amplifies,free_time,0.87,0.89,"Brak obowiązkowych przerw zwiększa dostępność transportu"
12,19,19.txt,0,"większe firmy kurierskie ... będą w tą stronę szły",business_acceptance,amplifies,autonomous_operation,0.8,0.82,"Duże firmy logistyczne mogą przyspieszać wdrażanie CAV"
13,19,19.txt,0,"koszt wdrożenia rozwiązań",implementation_cost,conflicts_with,business_acceptance,0.91,0.93,"Wysokie koszty wdrożenia ograniczają adopcję CAV"
14,19,19.txt,0,"środki wspierające badania i rozwój",research_support,enables,technological_maturity,0.84,0.86,"Wsparcie badań przyspiesza rozwój technologii autonomicznych"
15,19,19.txt,0,"to musi być poukładane",regulatory_procedures,stabilizes,business_acceptance,0.82,0.84,"Jasne regulacje wspierają wdrażanie technologii"
16,19,19.txt,0,"dziwne czasy polityczne",regulatory_instability,conflicts_with,business_acceptance,0.78,0.8,"Niepewność polityczna może utrudniać wdrażanie CAV"
17,19,19.txt,0,"jakieś egzaminy ... będą to jakieś koszty",regulatory_procedures,amplifies,implementation_cost,0.84,0.86,"Procedury administracyjne zwiększają koszty wdrożenia"
18,19,19.txt,0,"pozyskania dodatkowych środków",investment_requirements,depends_on,autonomous_operation,0.89,0.91,"Wdrożenie CAV wymaga dodatkowego finansowania"
19,19,19.txt,0,"rozwój infrastruktury",infrastructure_optimization,enables,autonomous_operation,0.9,0.92,"Rozbudowa infrastruktury wspiera wdrażanie CAV"
20,19,19.txt,0,"ochrony ubezpieczeniowej",deployment_risk,depends_on,regulatory_procedures,0.8,0.82,"Rozwój rynku ubezpieczeń wymaga regulacji dla CAV"
21,19,19.txt,0,"szkoleń dla kierowców",training_requirements,depends_on,technological_maturity,0.86,0.88,"Wdrożenie CAV wymaga nowych kompetencji użytkowników"
22,19,19.txt,0,"bezpieczeństwa cybernetycznego",data_management,stabilizes,technological_trust,0.85,0.87,"Cyberbezpieczeństwo wspiera zaufanie do technologii"
23,19,19.txt,0,"marketing ... zdecydowanie tak",social_image,amplifies,business_acceptance,0.81,0.83,"Marketing wspiera akceptację nowych rozwiązań transportowych"
24,19,19.txt,0,"etycznych standardów",regulatory_procedures,stabilizes,social_acceptance,0.79,0.81,"Standardy etyczne mogą wspierać społeczną akceptację CAV"
25,19,19.txt,0,"zmienili mentalność jeżdżenia",social_acceptance,depends_on,traffic_efficiency,0.83,0.85,"Zmiana zachowań kierowców wspiera funkcjonowanie CAV"
